frame,detector,direction,error_raw,error_filtered,angle_deg,v,straight_boost,left_cmd,right_cmd,fps,x_bottom,center,line_pixels,error_direction
512,THRESH,left,-40.1461,-26.7912,0.18,33.0,0.0,66.1,0.0,15.5,-6263.38,160.00,10441,LEFT
513,THRESH,left,-45.3029,-34.1959,0.16,33.0,0.0,66.1,0.0,15.1,-7088.47,160.00,10698,LEFT
514,THRESH,left,0.9209,-20.1492,81.16,52.8,0.0,0.0,100.0,14.6,307.35,160.00,1237,RIGHT
515,THRESH,left,0.6942,-11.8118,41.70,43.2,0.0,0.0,86.4,16.2,271.07,160.00,3551,RIGHT
516,THRESH,left,0.1080,-7.0439,11.34,35.8,0.0,0.0,71.5,16.8,177.28,160.00,4469,RIGHT
517,THRESH,left,0.8563,-3.8838,73.10,50.9,0.0,0.0,100.0,17.0,297.00,160.00,2285,RIGHT
518,THRESH,left,-40.1536,-18.3917,0.18,33.0,0.0,66.1,0.0,18.0,-6264.58,160.00,7367,LEFT
519,THRESH,left,-37.5692,-26.0627,0.20,33.0,0.0,66.1,0.0,17.6,-5851.06,160.00,10316,LEFT
520,THRESH,left,-23.6604,-25.1018,0.31,33.1,0.0,66.2,0.0,16.9,-3625.67,160.00,9685,LEFT
521,THRESH,left,-35.0938,-29.0986,0.21,33.1,0.0,66.1,0.0,16.4,-5455.01,160.00,10376,LEFT
522,THRESH,left,-76.5805,-48.0914,0.10,33.0,0.0,66.0,0.0,15.9,-12092.88,160.00,10542,LEFT
523,THRESH,left,-57.0653,-51.6809,0.13,33.0,0.0,66.1,0.0,15.4,-8970.45,160.00,8128,LEFT
524,THRESH,left,0.7471,-30.7097,52.39,45.8,0.0,0.0,91.6,15.2,279.53,160.00,3547,RIGHT
525,THRESH,left,-0.4474,-18.6048,6.53,34.6,0.0,0.0,69.2,15.8,88.42,160.00,4743,LEFT
526,THRESH,left,-3.8509,-12.7032,1.81,33.4,0.0,47.2,19.7,16.1,-456.14,160.00,6812,LEFT
527,THRESH,left,-0.1390,-7.6775,8.55,35.1,0.0,0.0,70.2,16.1,137.77,160.00,4639,LEFT
528,THRESH,left,0.9105,-4.2423,82.99,53.3,0.0,0.0,100.0,16.4,305.69,160.00,1695,RIGHT
529,THRESH,left,0.9211,-2.1770,83.83,53.5,0.0,0.0,100.0,17.6,307.37,160.00,1488,RIGHT
530,THRESH,left,0.9292,-0.9345,82.63,53.2,0.0,0.0,100.0,18.8,308.67,160.00,1160,RIGHT
531,THRESH,left,-77.3430,-31.4979,0.10,33.0,0.0,66.0,0.0,20.1,-12214.88,160.00,9626,LEFT
532,THRESH,left,-32.4711,-31.8872,0.23,33.1,0.0,66.1,0.0,19.3,-5035.38,160.00,10156,LEFT
533,THRESH,left,-22.9356,-28.3066,0.33,33.1,0.0,66.2,0.0,18.4,-3509.70,160.00,9926,LEFT
534,THRESH,left,-27.7780,-28.0951,0.27,33.1,0.0,66.1,0.0,17.8,-4284.48,160.00,10256,LEFT
535,THRESH,left,-55.3620,-39.0019,0.14,33.0,0.0,66.1,0.0,17.1,-8697.91,160.00,10499,LEFT
536,THRESH,left,-112.2679,-68.3083,0.07,33.0,0.0,66.0,0.0,16.5,-17802.86,160.00,9707,LEFT
537,THRESH,left,0.9153,-40.6189,86.91,54.2,0.0,0.0,100.0,16.0,306.45,160.00,1975,RIGHT
538,THRESH,left,0.8394,-24.0356,77.32,51.9,0.0,0.0,100.0,17.3,294.30,160.00,3250,RIGHT
539,THRESH,left,-0.2247,-14.5112,7.81,34.9,0.0,0.0,69.8,17.7,124.04,160.00,4281,LEFT
540,THRESH,left,0.7499,-8.4068,52.82,45.9,0.0,0.0,91.8,17.9,279.99,160.00,3516,RIGHT
541,THRESH,left,0.9166,-4.6774,83.99,53.5,0.0,0.0,100.0,18.2,306.66,160.00,1643,RIGHT
542,THRESH,left,-92.3589,-39.7500,0.08,33.0,0.0,66.0,0.0,19.1,-14617.43,160.00,10166,LEFT
543,THRESH,left,-28.5341,-35.2636,0.27,33.1,0.0,66.1,0.0,18.3,-4405.45,160.00,10441,LEFT
544,THRESH,left,-17.7751,-28.2682,0.42,33.1,0.0,66.2,0.0,17.5,-2684.01,160.00,9639,LEFT
545,THRESH,left,-29.2945,-28.6787,0.26,33.1,0.0,66.1,0.0,17.0,-4527.12,160.00,10016,LEFT
546,THRESH,left,-34.2981,-30.9265,0.22,33.1,0.0,66.1,0.0,16.4,-5327.70,160.00,10072,LEFT
547,THRESH,left,-32.0569,-31.3786,0.24,33.1,0.0,66.1,0.0,15.9,-4969.10,160.00,9421,LEFT
548,THRESH,left,-27.8190,-29.9548,0.27,33.1,0.0,66.1,0.0,15.5,-4291.04,160.00,10032,LEFT
549,THRESH,left,0.9227,-17.6038,88.46,54.6,0.0,0.0,100.0,15.1,307.63,160.00,1913,RIGHT
550,THRESH,left,-3.6791,-12.0339,1.86,33.5,0.0,0.0,66.9,16.1,-428.65,160.00,4299,LEFT
551,THRESH,left,-9.6795,-11.0921,0.80,33.2,0.0,66.4,0.0,16.6,-1388.71,160.00,5429,LEFT
552,THRESH,left,0.5855,-6.4211,28.78,40.0,0.0,0.0,80.1,16.6,253.69,160.00,3856,RIGHT
553,THRESH,left,0.8921,-3.4958,84.49,53.7,0.0,0.0,100.0,17.0,302.73,160.00,2361,RIGHT
554,THRESH,left,0.9206,-1.7293,87.97,54.5,0.0,0.0,100.0,18.0,307.29,160.00,1924,RIGHT
555,THRESH,left,0.9200,-0.6696,85.88,54.0,0.0,0.0,100.0,19.0,307.20,160.00,1739,RIGHT
556,THRESH,left,-53.6601,-21.8658,0.14,33.0,0.0,66.1,0.0,20.0,-8425.61,160.00,7206,LEFT
557,THRESH,left,-32.7361,-26.2139,0.23,33.1,0.0,66.1,0.0,19.5,-5077.78,160.00,9920,LEFT
558,THRESH,left,-28.1659,-26.9947,0.27,33.1,0.0,66.1,0.0,18.7,-4346.55,160.00,9650,LEFT
559,THRESH,left,-21.9780,-24.9880,0.34,33.1,0.0,66.2,0.0,18.0,-3356.48,160.00,9710,LEFT
560,THRESH,left,-23.1217,-24.2415,0.32,33.1,0.0,66.2,0.0,17.4,-3539.48,160.00,9364,LEFT
561,THRESH,left,0.9595,-14.1611,88.72,54.7,0.0,0.0,100.0,16.8,313.52,160.00,1003,RIGHT
562,THRESH,left,0.9201,-8.1286,88.89,54.7,0.0,0.0,100.0,18.4,307.21,160.00,2032,RIGHT
563,THRESH,left,0.8708,-4.5289,88.52,54.6,0.0,0.0,100.0,19.2,299.33,160.00,3294,RIGHT
564,THRESH,left,0.8776,-2.3663,84.33,53.6,0.0,0.0,100.0,19.5,300.41,160.00,2751,RIGHT
565,THRESH,left,0.9464,-1.0412,86.07,54.0,0.0,0.0,100.0,20.0,311.42,160.00,1085,RIGHT
566,THRESH,left,-24.3627,-10.3698,0.30,33.1,0.0,66.1,0.0,21.0,-3738.03,160.00,9236,LEFT
567,THRESH,left,-31.4828,-18.8150,0.24,33.1,0.0,66.1,0.0,20.1,-4877.25,160.00,9769,LEFT
568,THRESH,left,-28.4003,-22.6491,0.26,33.1,0.0,66.1,0.0,19.2,-4384.04,160.00,10099,LEFT
569,THRESH,left,-28.6991,-25.0691,0.26,33.1,0.0,66.1,0.0,18.4,-4431.85,160.00,9352,LEFT
570,THRESH,left,-30.2284,-27.1328,0.25,33.1,0.0,66.1,0.0,17.7,-4676.55,160.00,9099,LEFT
571,THRESH,left,-25.0969,-26.3185,0.30,33.1,0.0,66.1,0.0,17.1,-3855.51,160.00,9156,LEFT
572,THRESH,left,-24.7578,-25.6942,0.30,33.1,0.0,66.1,0.0,16.6,-3801.24,160.00,8642,LEFT
573,THRESH,left,0.9344,-15.0428,90.00,55.0,0.0,0.0,100.0,16.2,309.50,160.00,1760,RIGHT
574,THRESH,left,0.8844,-8.6719,90.00,55.0,0.0,0.0,100.0,17.5,301.50,160.00,3040,RIGHT
575,THRESH,left,0.8469,-4.8644,0.00,33.0,0.0,0.0,66.0,18.1,295.50,160.00,4016,RIGHT
576,THRESH,left,0.7641,-2.6130,57.59,47.1,0.0,0.0,94.2,18.3,282.25,160.00,3681,RIGHT
577,THRESH,left,0.9137,-1.2023,87.18,54.3,0.0,0.0,100.0,18.5,306.19,160.00,2004,RIGHT
578,THRESH,left,-23.1944,-9.9992,0.32,33.1,0.0,66.2,0.0,19.5,-3551.11,160.00,8617,LEFT
579,THRESH,left,-22.4117,-14.9642,0.33,33.1,0.0,66.2,0.0,18.8,-3425.87,160.00,9004,LEFT
580,THRESH,left,-27.3649,-19.9245,0.27,33.1,0.0,66.1,0.0,18.2,-4218.39,160.00,8986,LEFT
581,THRESH,left,-19.8145,-19.8805,0.38,33.1,0.0,66.2,0.0,17.5,-3010.33,160.00,8968,LEFT
582,THRESH,left,-17.8973,-19.0872,0.42,33.1,0.0,66.2,0.0,17.0,-2703.56,160.00,8569,LEFT
583,THRESH,left,-18.5517,-18.8730,0.40,33.1,0.0,66.2,0.0,16.6,-2808.27,160.00,8833,LEFT
584,THRESH,left,-16.1872,-17.7987,0.45,33.1,0.0,66.2,0.0,16.2,-2429.95,160.00,6832,LEFT
585,THRESH,left,0.8768,-10.3285,81.30,52.9,0.0,0.0,100.0,16.1,300.29,160.00,1684,RIGHT
586,THRESH,left,0.6339,-5.9435,30.10,40.4,0.0,0.0,80.7,17.3,261.43,160.00,2173,RIGHT
587,THRESH,left,0.4412,-3.3896,17.37,37.2,0.0,0.0,74.5,17.9,230.60,160.00,2447,RIGHT
588,THRESH,left,-9.8282,-5.9650,0.74,33.2,0.0,66.4,0.0,18.6,-1412.51,160.00,6649,LEFT
589,THRESH,left,-11.9957,-8.3773,0.62,33.2,0.0,66.3,0.0,18.3,-1759.31,160.00,8593,LEFT
590,THRESH,left,-13.7173,-10.5133,0.54,33.1,0.0,66.3,0.0,17.7,-2034.77,160.00,8582,LEFT
591,THRESH,left,-11.8994,-11.0678,0.62,33.2,0.0,66.3,0.0,17.2,-1743.91,160.00,8158,LEFT
592,THRESH,left,-11.9588,-11.4242,0.62,33.2,0.0,66.3,0.0,16.8,-1753.41,160.00,8660,LEFT
593,THRESH,left,-14.7010,-12.7349,0.50,33.1,0.0,66.2,0.0,16.4,-2192.17,160.00,8614,LEFT
594,THRESH,left,-14.7824,-13.5539,0.49,33.1,0.0,66.2,0.0,16.0,-2205.18,160.00,9188,LEFT
595,THRESH,left,-27.1735,-19.0017,0.27,33.1,0.0,66.1,0.0,15.6,-4187.76,160.00,8667,LEFT
596,THRESH,left,-37.7056,-26.4833,0.19,33.0,0.0,66.1,0.0,15.3,-5872.90,160.00,9194,LEFT
597,THRESH,right,47.8896,3.2659,-0.16,33.0,0.0,0.0,66.1,15.1,7822.34,160.00,9068,RIGHT
598,THRESH,right,83.1919,35.2363,-0.09,33.0,0.0,0.0,66.0,14.8,13470.70,160.00,9487,RIGHT
599,THRESH,right,760.1042,325.1834,-0.01,33.0,0.0,0.0,66.0,14.5,121776.66,160.00,9266,RIGHT
600,THRESH,right,73.3551,224.4521,-0.10,33.0,0.0,0.0,66.0,14.3,11896.81,160.00,9267,RIGHT
601,THRESH,right,-131.9447,81.8934,0.06,33.0,0.0,66.0,0.0,14.0,-20951.15,160.00,9258,LEFT
602,THRESH,right,-44.1989,31.4565,0.17,33.0,0.0,66.1,0.0,13.9,-6911.82,160.00,9344,LEFT
603,THRESH,right,-20.5344,10.6601,0.36,33.1,0.0,66.2,0.0,13.7,-3125.51,160.00,8887,LEFT
604,THRESH,left,-53.2833,-14.9173,0.14,33.0,0.0,66.1,0.0,13.7,-8365.34,160.00,9053,LEFT
605,THRESH,left,-369.2714,-156.6589,0.02,33.0,0.0,66.0,0.0,13.5,-58923.42,160.00,9466,LEFT
606,THRESH,left,123.5883,-44.5600,-0.06,33.0,0.0,0.0,66.0,13.4,19934.12,160.00,9490,RIGHT
607,THRESH,left,40.4775,-10.5450,-0.18,33.0,0.0,0.0,66.1,13.3,6636.40,160.00,9373,RIGHT
608,THRESH,right,50.5459,13.8913,-0.15,33.0,0.0,0.0,66.1,13.2,8247.34,160.00,9723,RIGHT
609,THRESH,right,37.4219,23.3036,-0.20,33.0,0.0,0.0,66.1,13.1,6147.51,160.00,9590,RIGHT
610,THRESH,right,45.0458,32.0004,-0.17,33.0,0.0,0.0,66.1,12.9,7367.32,160.00,9257,RIGHT
611,THRESH,left,-61.8600,-5.5437,0.12,33.0,0.0,66.1,0.0,12.9,-9737.60,160.00,9969,LEFT
612,THRESH,left,-23.8097,-12.8501,0.32,33.1,0.0,66.2,0.0,12.8,-3649.55,160.00,9612,LEFT
613,THRESH,left,-16.9877,-14.5051,0.45,33.1,0.0,66.2,0.0,12.7,-2558.03,160.00,8929,LEFT
614,THRESH,left,-22.4759,-17.6935,0.34,33.1,0.0,66.2,0.0,12.7,-3436.15,160.00,9226,LEFT
615,THRESH,left,-30.3042,-22.7378,0.25,33.1,0.0,66.1,0.0,12.6,-4688.67,160.00,9447,LEFT
616,THRESH,left,-240.0921,-109.6795,0.03,33.0,0.0,66.0,0.0,12.6,-38254.74,160.00,9504,LEFT
617,THRESH,left,79.6686,-33.9402,-0.10,33.0,0.0,0.0,66.0,12.5,12906.98,160.00,9200,RIGHT
618,THRESH,right,58.6514,3.0964,-0.13,33.0,0.0,0.0,66.1,12.5,9544.22,160.00,9317,RIGHT
619,THRESH,right,39.0497,17.4777,-0.19,33.0,0.0,0.0,66.1,12.5,6407.96,160.00,9623,RIGHT
620,THRESH,right,801.5522,331.1075,-0.01,33.0,0.0,0.0,66.0,12.4,128408.36,160.00,9891,RIGHT
621,THRESH,right,2509.9570,1202.6473,-0.00,33.0,0.0,0.0,66.0,12.3,401753.12,160.00,9490,RIGHT
622,THRESH,right,-65.1901,695.5124,0.12,33.0,0.0,66.1,0.0,12.3,-10270.42,160.00,9733,LEFT
623,THRESH,right,-32.8286,404.1760,0.24,33.1,0.0,66.1,0.0,12.3,-5092.57,160.00,9606,LEFT
624,THRESH,right,-43.8818,224.9529,0.18,33.0,0.0,66.1,0.0,12.3,-6861.09,160.00,9270,LEFT
625,THRESH,right,-47.1986,116.0923,0.17,33.0,0.0,66.1,0.0,12.3,-7391.78,160.00,8898,LEFT
626,THRESH,right,-87.8650,34.5094,0.09,33.0,0.0,66.0,0.0,12.3,-13898.41,160.00,9758,LEFT
