frame,direction,error_raw,error_filtered,angle_deg,v,straight_boost,left_cmd,right_cmd,fps
1066,right,-0.9153,0.2551,89.94,60.0,0.0,100.0,0.0,50.5
1067,left,-0.9153,-0.0960,89.94,60.0,0.0,100.0,0.0,50.7
1068,right,12.5561,3.6996,0.97,30.3,0.0,0.0,60.6,50.8
1069,right,20.1056,8.6214,0.63,30.2,0.0,0.0,60.4,50.9
1070,right,20.1056,12.0667,0.63,30.2,0.0,0.0,60.4,50.8
1071,right,22.3991,15.1664,0.56,30.2,0.0,0.0,60.4,50.8
1072,right,14.9278,15.0948,0.82,30.3,0.0,0.0,60.5,50.8
1073,right,14.9278,15.0447,0.82,30.3,0.0,0.0,60.5,50.9
1074,right,12.2804,14.2154,0.98,30.3,0.0,0.0,60.7,51.1
1075,right,12.2804,13.6349,0.98,30.3,0.0,0.0,60.7,51.0
1076,right,14.4504,13.8796,0.85,30.3,0.0,0.0,60.6,50.8
1077,right,17.9710,15.1070,0.69,30.2,0.0,0.0,60.5,50.8
1078,right,17.9710,15.9662,0.69,30.2,0.0,0.0,60.5,55.4
1079,right,17.9710,16.5677,0.69,30.2,0.0,0.0,60.5,62.7
1080,right,15.6997,16.3073,0.78,30.3,0.0,0.0,60.5,67.3
1081,right,15.6997,16.1250,0.78,30.3,0.0,0.0,60.5,73.4
1082,right,15.6997,15.9974,0.78,30.3,0.0,0.0,60.5,78.9
1083,right,14.6051,15.5797,0.84,30.3,0.0,0.0,60.6,82.9
1084,right,14.6051,15.2874,0.84,30.3,0.0,0.0,60.6,87.4
1085,right,14.6051,15.0827,0.84,30.3,0.0,0.0,60.6,91.4
1086,right,14.6051,14.9394,0.84,30.3,0.0,0.0,60.6,95.0
1087,right,14.6051,14.8391,0.84,30.3,0.0,0.0,60.6,98.1
1088,right,11.9509,13.9727,1.01,30.3,0.0,47.6,13.0,100.3
1089,right,11.9509,13.3662,1.01,30.3,0.0,0.0,60.7,103.0
1090,right,11.9509,12.9416,1.01,30.3,0.0,0.0,60.7,105.2
1091,right,13.2515,13.0346,0.92,30.3,0.0,0.0,60.6,107.3
1092,right,13.2515,13.0996,0.92,30.3,0.0,0.0,60.6,109.4
1093,right,13.2515,13.1452,0.92,30.3,0.0,0.0,60.6,111.2
1094,right,13.2515,13.1771,0.92,30.3,0.0,0.0,60.6,112.8
1095,right,-0.9753,8.9314,-87.08,59.0,0.0,100.0,0.0,114.2
1096,right,-0.9753,5.9594,-87.08,59.0,0.0,100.0,0.0,116.1
1097,right,-0.9753,3.8790,-87.08,59.0,0.0,100.0,0.0,117.9
1098,right,-0.9753,2.4227,-87.08,59.0,0.0,100.0,0.0,119.4
1099,right,-0.9753,1.4033,-87.08,59.0,0.0,100.0,0.0,120.9
1100,right,-0.9495,0.6975,-86.64,58.9,0.0,100.0,0.0,121.5
1101,right,-0.9495,0.2034,-86.64,58.9,0.0,100.0,0.0,122.7
1102,left,-0.9495,-0.1425,-86.64,58.9,0.0,100.0,0.0,123.6
1103,left,-0.9495,-0.3846,-86.64,58.9,0.0,100.0,0.0,124.6
1104,left,-0.9227,-0.5460,-87.00,59.0,0.0,100.0,0.0,118.0
1105,left,-0.9227,-0.6590,-87.00,59.0,0.0,100.0,0.0,111.3
1106,left,-0.9504,-0.7464,-88.52,59.5,0.0,100.0,0.0,105.4
1107,right,16.3615,4.3860,0.76,30.3,0.0,0.0,60.5,100.4
1108,right,16.3615,7.9786,0.76,30.3,0.0,0.0,60.5,95.6
1109,right,19.3691,11.3958,0.64,30.2,0.0,0.0,60.4,91.0
1110,right,19.2491,13.7518,0.65,30.2,0.0,0.0,60.4,86.8
1111,right,19.2491,15.4010,0.65,30.2,0.0,0.0,60.4,83.4
1112,right,15.0681,15.3011,0.81,30.3,0.0,0.0,60.5,80.2
1113,right,15.0681,15.2312,0.81,30.3,0.0,0.0,60.5,77.4
1114,right,18.2404,16.1340,0.67,30.2,0.0,0.0,60.4,74.6
1115,right,20.1618,17.3423,0.62,30.2,0.0,0.0,60.4,72.3
1116,right,20.1618,18.1882,0.62,30.2,0.0,0.0,60.4,70.3
1117,right,13.7923,16.8694,0.89,30.3,0.0,0.0,60.6,68.3
1118,right,13.9408,15.9908,0.88,30.3,0.0,0.0,60.6,66.7
1119,right,13.9408,15.3758,0.88,30.3,0.0,0.0,60.6,65.2
1120,right,11.1744,14.1154,1.08,30.4,0.0,0.0,60.7,63.9
1121,right,11.1744,13.2331,1.08,30.4,0.0,0.0,60.7,62.6
1122,right,-0.9850,8.9677,-86.24,58.7,0.0,100.0,0.0,60.2
1123,right,-0.9405,5.9952,-85.71,58.6,0.0,100.0,0.0,58.7
1124,right,-0.9405,3.9145,-85.71,58.6,0.0,100.0,0.0,57.1
1125,right,-0.9017,2.4696,-84.47,58.2,0.0,100.0,0.0,55.2
1126,right,-0.8858,1.4630,-85.46,58.5,0.0,100.0,0.0,54.3
1127,right,-0.9240,0.7469,-87.42,59.1,0.0,100.0,0.0,53.9
1128,right,-0.9240,0.2456,-87.42,59.1,0.0,100.0,0.0,53.6
1129,left,-0.9786,-0.1217,-88.53,59.5,0.0,100.0,0.0,52.3
1130,right,15.2851,4.5004,0.81,30.3,0.0,0.0,60.5,51.8
1131,right,15.2851,7.7358,0.81,30.3,0.0,0.0,60.5,51.3
1132,right,18.5930,10.9929,0.67,30.2,0.0,0.0,60.4,51.0
1133,right,17.2246,12.8625,0.72,30.2,0.0,0.0,60.5,50.5
1134,right,17.2246,14.1711,0.72,30.2,0.0,0.0,60.5,49.9
1135,right,14.8128,14.3636,0.82,30.3,0.0,0.0,60.5,49.5
1136,right,12.6602,13.8526,0.95,30.3,0.0,0.0,60.6,49.1
1137,right,14.6706,14.0980,0.83,30.3,0.0,0.0,60.6,49.2
1138,right,14.6706,14.2698,0.83,30.3,0.0,0.0,60.6,49.5
1139,right,15.4604,14.6269,0.79,30.3,0.0,0.0,60.5,49.8
1140,right,15.4604,14.8770,0.79,30.3,0.0,0.0,60.5,49.9
1141,right,14.7884,14.8504,0.83,30.3,0.0,0.0,60.6,50.1
1142,right,12.9672,14.2854,0.94,30.3,0.0,0.0,60.6,50.2
1143,right,12.9672,13.8900,0.94,30.3,0.0,0.0,60.6,50.5
1144,right,11.4037,13.1441,1.06,30.4,0.0,0.0,60.7,50.1
1145,right,0.2517,9.2764,11.66,33.9,0.0,67.8,0.0,50.1
1146,right,0.2517,6.5690,11.66,33.9,0.0,67.8,0.0,50.4
1147,right,-0.9617,4.3098,-85.33,58.4,0.0,100.0,0.0,50.7
1148,right,-0.9617,2.7284,-85.33,58.4,0.0,100.0,0.0,51.0
1149,right,-0.9218,1.6333,-85.40,58.5,0.0,100.0,0.0,51.1
1150,right,-0.9218,0.8668,-85.40,58.5,0.0,100.0,0.0,50.8
1151,right,-0.9319,0.3272,-86.19,58.7,0.0,100.0,0.0,51.0
1152,go,-0.9771,-0.0641,-87.94,60.8,1.5,100.0,0.0,51.1
1153,right,16.1533,4.8011,0.77,31.6,1.4,0.0,63.2,51.3
1154,right,16.1533,8.2068,0.77,31.5,1.2,0.0,62.9,51.4
1155,right,18.9044,11.4161,0.66,31.3,1.1,0.0,62.6,51.3
1156,right,18.9044,13.6626,0.66,31.2,1.0,0.0,62.4,51.3
1157,right,18.8517,15.2193,0.66,31.1,0.9,0.0,62.2,51.0
1158,right,17.0630,15.7724,0.72,31.0,0.8,0.0,62.1,51.1
1159,right,17.0630,16.1596,0.72,31.0,0.7,0.0,61.9,51.3
1160,right,16.9254,16.3893,0.72,30.9,0.6,0.0,61.8,51.3
1161,right,16.9254,16.5502,0.72,30.8,0.6,0.0,61.6,51.3
1162,right,15.1022,16.1158,0.81,30.8,0.5,0.0,61.6,51.4
1163,right,11.9125,14.8548,1.02,30.8,0.5,0.0,61.6,51.5
1164,right,11.9125,13.9721,1.02,30.8,0.4,0.0,61.5,51.6
1165,right,10.9265,13.0584,1.11,30.7,0.4,0.0,61.5,51.4
1166,right,9.6185,12.0264,1.24,30.8,0.3,0.0,61.5,51.5
1167,right,9.6185,11.3041,1.24,30.7,0.3,0.0,61.4,51.6
1168,right,-0.9779,7.6195,-85.20,58.7,0.3,100.0,0.0,51.6
1169,right,-0.9779,5.0403,-85.20,58.6,0.3,100.0,0.0,51.9
1170,right,-0.9348,3.2478,-84.17,58.3,0.2,100.0,0.0,51.9
1171,right,-0.9348,1.9930,-84.17,58.3,0.2,100.0,0.0,51.8
1172,right,-0.8960,1.1263,-83.32,58.0,0.2,100.0,0.0,51.4
1173,right,-0.8988,0.5188,-85.02,58.5,0.2,100.0,0.0,51.2
1174,right,-0.9474,0.0789,-86.96,59.1,0.1,100.0,0.0,51.3
1175,left,-0.9474,-0.2290,-86.96,59.1,0.1,100.0,0.0,51.0
1176,right,14.5636,4.2088,0.85,30.4,0.1,0.0,60.8,50.6
1177,right,18.5152,8.5007,0.67,30.3,0.1,0.0,60.7,50.1
1178,right,18.5152,11.5051,0.67,30.3,0.1,0.0,60.6,50.3
1179,right,18.4968,13.6026,0.67,30.3,0.1,0.0,60.6,50.4
1180,right,18.4968,15.0708,0.67,30.3,0.1,0.0,60.6,50.4
1181,right,18.0101,15.9526,0.68,30.3,0.1,0.0,60.6,50.3
1182,right,14.7580,15.5943,0.82,30.3,0.1,0.0,60.7,50.4
1183,right,14.7580,15.3434,0.82,30.3,0.1,0.0,60.7,50.3
1184,right,17.1054,15.8720,0.72,30.3,0.1,0.0,60.6,50.3
1185,right,14.5087,15.4630,0.84,30.3,0.0,0.0,60.7,50.4
1186,right,14.5087,15.1767,0.84,30.3,0.0,0.0,60.6,50.6
1187,right,14.8972,15.0929,0.82,30.3,0.0,0.0,60.6,50.7
1188,right,14.8972,15.0342,0.82,30.3,0.0,0.0,60.6,50.6
1189,right,13.2740,14.5061,0.92,30.3,0.0,0.0,60.7,50.1
1190,right,-1.0005,9.8541,-85.25,58.4,0.0,100.0,0.0,50.0
1191,right,-1.0005,6.5977,-85.25,58.4,0.0,100.0,0.0,50.4
1192,right,-0.9587,4.3308,-84.12,58.1,0.0,100.0,0.0,50.4
1193,right,-0.9220,2.7550,-83.69,57.9,0.0,100.0,0.0,50.7
1194,right,-0.9220,1.6519,-83.69,57.9,0.0,100.0,0.0,51.0
1195,right,-0.9277,0.8780,-85.79,58.6,0.0,100.0,0.0,51.3
1196,right,-0.9277,0.3363,-85.79,58.6,0.0,100.0,0.0,51.4
1197,go,-0.9778,-0.0579,-86.71,60.4,1.5,100.0,0.0,51.1
1198,right,18.8148,5.6039,0.66,31.6,1.4,0.0,63.2,51.5
1199,right,18.8148,9.5672,0.66,31.4,1.2,0.0,62.9,51.6
1200,right,16.8127,11.7408,0.74,31.3,1.1,0.0,62.7,51.6
1201,right,18.7352,13.8391,0.67,31.2,1.0,0.0,62.4,51.6
1202,right,18.7352,15.3079,0.67,31.1,0.9,0.0,62.2,51.7
1203,right,17.7307,16.0348,0.70,31.0,0.8,0.0,62.1,51.7
1204,right,17.7307,16.5435,0.70,31.0,0.7,0.0,61.9,51.8
1205,right,13.5513,15.6459,0.89,30.9,0.7,0.0,61.9,51.8
1206,right,15.3235,15.5492,0.80,30.9,0.6,0.0,61.7,51.9
1207,right,15.3235,15.4815,0.80,30.8,0.5,0.0,61.6,51.9
1208,right,13.0027,14.7378,0.93,30.8,0.5,0.0,61.6,52.0
1209,right,13.0027,14.2173,0.93,30.7,0.4,0.0,61.5,52.0
1210,right,13.2849,13.9375,0.91,30.7,0.4,0.0,61.4,51.6
1211,right,12.6092,13.5390,0.96,30.7,0.3,0.0,61.3,51.6
1212,right,12.6092,13.2601,0.96,30.6,0.3,0.0,61.3,51.7
1213,right,-0.9977,8.9827,-83.85,58.2,0.3,100.0,0.0,51.7
1214,right,-0.9977,5.9886,-83.85,58.2,0.3,100.0,0.0,51.9
1215,right,-0.9590,3.9043,-83.04,57.9,0.2,100.0,0.0,51.9
1216,right,-0.9141,2.4588,-81.34,57.3,0.2,100.0,0.0,52.1
1217,right,-0.9141,1.4469,-81.34,57.3,0.2,100.0,0.0,52.3
1218,right,-0.9049,0.7414,-83.14,57.9,0.2,100.0,0.0,52.4
1219,right,-0.9049,0.2475,-83.14,57.9,0.1,100.0,0.0,52.2
1220,left,-0.9477,-0.1111,-85.50,58.6,0.1,100.0,0.0,52.1
1221,right,12.6788,3.7259,0.96,30.4,0.1,0.0,60.9,51.6
1222,right,12.6788,6.4118,0.96,30.4,0.1,0.0,60.9,51.3
1223,right,14.6265,8.8762,0.85,30.4,0.1,0.0,60.8,51.0
1224,right,16.0542,11.0296,0.78,30.3,0.1,0.0,60.7,51.1
1225,right,16.0542,12.5370,0.78,30.3,0.1,0.0,60.7,51.2
1226,right,13.4459,12.8096,0.90,30.4,0.1,0.0,60.7,51.1
1227,right,11.4297,12.3957,1.05,30.4,0.1,0.0,60.8,51.2
1228,right,11.4297,12.1059,1.05,30.4,0.1,0.0,60.8,51.4
1229,right,13.4005,12.4943,0.90,30.4,0.1,0.0,60.7,51.0
1230,right,13.4005,12.7661,0.90,30.3,0.0,0.0,60.7,50.6
1231,right,14.3064,13.2282,0.85,30.3,0.0,0.0,60.7,50.2
1232,right,11.4260,12.6875,1.05,30.4,0.0,0.0,60.8,50.4
1233,right,11.4260,12.3091,1.05,30.4,0.0,0.0,60.8,49.9
1234,right,6.8697,10.6773,1.67,30.6,0.0,50.5,10.7,50.1
1235,right,-0.9847,7.1787,-83.29,57.8,0.0,100.0,0.0,50.1
1236,right,-0.9847,4.7297,-83.29,57.8,0.0,100.0,0.0,50.6
1237,right,-0.9407,3.0286,-81.87,57.3,0.0,100.0,0.0,50.7
1238,right,-0.9407,1.8378,-81.87,57.3,0.0,100.0,0.0,57.8
1239,right,-0.9146,1.0121,-81.92,57.3,0.0,100.0,0.0,64.1
1240,right,-0.9146,0.4341,-81.92,57.3,0.0,100.0,0.0,68.1
1241,go,-0.9146,0.0295,-81.92,58.8,1.5,100.0,0.0,74.5
1242,left,-0.9146,-0.2537,-81.92,58.7,1.4,100.0,0.0,80.3
1243,left,-0.9317,-0.4571,-84.32,59.3,1.2,100.0,0.0,84.6
1244,left,-0.9317,-0.5995,-84.32,59.2,1.1,100.0,0.0,89.5
1245,left,-0.9317,-0.6991,-84.32,59.1,1.0,100.0,0.0,93.8
1246,left,-0.9317,-0.7689,-84.32,59.0,0.9,100.0,0.0,97.8
1247,left,-0.9796,-0.8321,-85.49,59.3,0.8,100.0,0.0,100.3
1248,left,-0.9796,-0.8764,-85.49,59.2,0.7,100.0,0.0,103.7
1249,left,-0.9796,-0.9073,-85.49,59.2,0.7,100.0,0.0,106.2
1250,left,-0.9796,-0.9290,-85.49,59.1,0.6,100.0,0.0,109.0
1251,right,11.6690,2.8504,1.04,30.9,0.5,0.0,61.8,111.7
1252,right,11.6690,5.4960,1.04,30.8,0.5,0.0,61.6,113.0
1253,right,11.6690,7.3479,1.04,30.8,0.4,0.0,61.5,114.3
1254,right,11.6690,8.6442,1.04,30.7,0.4,0.0,61.5,115.3
1255,right,13.4312,10.0803,0.91,30.6,0.3,0.0,61.3,116.3
1256,right,13.4312,11.0856,0.91,30.6,0.3,0.0,61.2,117.5
1257,right,13.4312,11.7893,0.91,30.6,0.3,0.0,61.2,118.6
1258,right,13.4312,12.2818,0.91,30.6,0.3,0.0,61.1,119.4
1259,right,11.9124,12.1710,1.01,30.6,0.2,0.0,61.1,120.0
1260,right,11.9124,12.0934,1.01,30.5,0.2,0.0,61.1,120.6
1261,right,11.9124,12.0391,1.01,30.5,0.2,0.0,61.0,121.2
1262,right,11.9124,12.0011,1.01,30.5,0.2,0.0,61.0,121.4
1263,right,10.1096,11.4337,1.17,30.5,0.1,0.0,61.1,121.9
1264,right,10.1096,11.0365,1.17,30.5,0.1,0.0,61.0,115.0
1265,right,9.2654,10.5051,1.26,30.5,0.1,0.0,61.1,108.8
1266,right,9.2654,10.1332,1.26,30.5,0.1,0.0,61.1,103.1
1267,right,10.6588,10.2909,1.12,30.5,0.1,0.0,60.9,97.9
1268,right,10.6588,10.4013,1.12,30.5,0.1,0.0,60.9,92.9
1269,right,9.1225,10.0176,1.30,30.5,0.1,0.0,61.0,87.7
1270,right,9.4196,9.8382,1.26,30.5,0.1,0.0,61.0,83.5
1271,right,-0.0991,6.8570,16.90,35.7,0.1,71.4,0.0,80.2
1272,right,-0.0991,4.7702,16.90,35.7,0.1,71.4,0.0,77.5
1273,right,-0.9846,3.0438,-82.72,57.6,0.1,100.0,0.0,74.9
1274,right,-0.9846,1.8352,-82.72,57.6,0.0,100.0,0.0,72.8
1275,right,-0.9456,1.0010,-82.00,57.4,0.0,100.0,0.0,71.0
1276,right,-0.9444,0.4174,-83.40,57.8,0.0,100.0,0.0,69.3
1277,go,-0.9444,0.0088,-83.40,59.3,1.5,100.0,0.0,67.7
1278,left,-0.9847,-0.2892,-85.04,59.7,1.4,100.0,0.0,66.3
1279,left,-0.9847,-0.4979,-85.04,59.6,1.2,100.0,0.0,65.0
1280,right,11.3860,3.0673,1.06,31.5,1.1,0.0,62.9,62.7
1281,right,11.7277,5.6654,1.03,31.4,1.0,0.0,62.7,61.2
1282,right,14.5975,8.3450,0.84,31.2,0.9,0.0,62.4,59.8
1283,right,14.5975,10.2208,0.84,31.1,0.8,0.0,62.2,59.1
1284,right,12.8919,11.0221,0.94,31.0,0.7,0.0,62.1,58.4
1285,right,12.8919,11.5830,0.94,31.0,0.7,0.0,61.9,57.7
1286,right,11.1423,11.4508,1.06,31.0,0.6,0.0,61.9,57.2
1287,right,11.5583,11.4831,1.03,30.9,0.5,0.0,61.8,56.4
1288,right,11.5583,11.5056,1.03,30.8,0.5,0.0,61.7,55.8
1289,right,9.5532,10.9199,1.24,30.8,0.4,0.0,61.7,55.3
1290,right,11.3381,11.0454,1.06,30.7,0.4,0.0,61.5,54.7
1291,right,11.3381,11.1332,1.06,30.7,0.4,0.0,61.4,54.2
1292,right,9.5860,10.6691,1.24,30.7,0.3,0.0,61.5,53.4
1293,right,9.0988,10.1980,1.30,30.7,0.3,0.0,61.4,52.5
1294,right,9.0988,9.8682,1.30,30.7,0.3,0.0,61.4,52.2
1295,right,-0.5098,6.7548,33.77,41.5,0.2,83.0,0.0,51.9
1296,right,-0.9761,4.4356,-82.34,57.7,0.2,100.0,0.0,51.9
1297,right,-0.9761,2.8121,-82.34,57.6,0.2,100.0,0.0,52.0
1298,right,-0.9354,1.6878,-81.30,57.3,0.2,100.0,0.0,51.9
1299,right,-0.9354,0.9008,-81.30,57.3,0.2,100.0,0.0,52.1
1300,right,-0.9286,0.3520,-81.76,57.4,0.1,100.0,0.0,52.1
1301,go,-0.9286,-0.0322,-81.76,58.9,1.6,100.0,0.0,52.1
1302,left,-0.9633,-0.3115,-84.52,59.6,1.5,100.0,0.0,52.2
1303,right,9.3604,2.5901,1.26,31.7,1.3,0.0,63.5,52.2
1304,right,9.3604,4.6212,1.26,31.6,1.2,0.0,63.2,52.2
1305,right,11.2299,6.6038,1.07,31.4,1.1,0.0,62.9,51.7
1306,right,13.7866,8.7586,0.89,31.3,1.0,0.0,62.5,51.6
1307,right,13.7866,10.2670,0.89,31.2,0.9,0.0,62.3,51.6
1308,right,10.6998,10.3969,1.12,31.2,0.8,0.0,62.3,50.7
1309,right,10.6998,10.4877,1.12,31.1,0.7,0.0,62.2,50.4
1310,right,8.7260,9.9592,1.33,31.1,0.6,0.0,62.2,50.6
1311,right,8.9883,9.6679,1.31,31.0,0.6,0.0,62.0,50.3
1312,right,9.3700,9.5785,1.27,30.9,0.5,0.0,61.9,50.4
1313,right,9.3700,9.5160,1.27,30.9,0.5,0.0,61.8,50.6
1314,right,8.0916,9.0887,1.45,30.9,0.4,0.0,61.8,50.6
1315,right,8.0916,8.7895,1.45,30.9,0.4,0.0,61.7,50.5
1316,right,-1.0040,5.8515,-82.55,57.9,0.3,100.0,0.0,50.4
1317,right,-0.9600,3.8081,-81.31,57.4,0.3,100.0,0.0,50.7
1318,right,-0.9600,2.3777,-81.31,57.4,0.3,100.0,0.0,51.0
1319,right,-0.9183,1.3889,-79.36,56.7,0.2,100.0,0.0,51.2
1320,right,-0.9183,0.6967,-79.36,56.7,0.2,100.0,0.0,51.0
1321,right,-0.9096,0.2148,-79.68,56.8,0.2,100.0,0.0,51.2
1322,left,-0.9362,-0.1305,-83.60,58.0,0.2,100.0,0.0,51.3
1323,left,-0.9362,-0.3722,-83.60,58.0,0.2,100.0,0.0,51.5
1324,left,-0.9892,-0.5573,-85.35,58.6,0.1,100.0,0.0,51.0
1325,right,9.6395,2.5017,1.23,30.5,0.1,0.0,61.1,51.1
1326,right,9.6395,4.6431,1.23,30.5,0.1,0.0,61.1,51.1
1327,right,14.1031,7.4811,0.86,30.4,0.1,0.0,60.8,51.0
1328,right,15.7126,9.9506,0.78,30.4,0.1,0.0,60.7,51.1
1329,right,15.7126,11.6792,0.78,30.3,0.1,0.0,60.7,51.1
1330,right,12.4552,11.9120,0.97,30.4,0.1,0.0,60.8,51.1
1331,right,12.4552,12.0750,0.97,30.4,0.1,0.0,60.8,51.2
1332,right,13.4424,12.4852,0.90,30.4,0.1,0.0,60.7,50.8
1333,right,14.7563,13.1665,0.82,30.3,0.1,0.0,60.7,50.9
1334,right,14.7563,13.6435,0.82,30.3,0.1,0.0,60.7,51.0
1335,right,13.6405,13.6426,0.89,30.3,0.0,0.0,60.7,50.8
1336,right,11.5570,13.0169,1.04,30.4,0.0,0.0,60.8,50.9
1337,right,11.5570,12.5790,1.04,30.4,0.0,0.0,60.8,50.9
1338,right,5.9844,10.6006,1.87,30.7,0.0,61.3,0.0,50.8
1339,right,5.9844,9.2157,1.87,30.7,0.0,22.0,39.3,50.6
1340,right,-0.9796,6.1571,-82.36,57.5,0.0,100.0,0.0,50.4
1341,right,-0.9380,4.0286,-81.93,57.3,0.0,100.0,0.0,50.5
1342,right,-0.9380,2.5386,-81.93,57.3,0.0,100.0,0.0,50.1
1343,right,-0.9300,1.4980,-81.43,57.2,0.0,100.0,0.0,49.8
1344,right,-0.9428,0.7658,-81.76,57.3,0.0,100.0,0.0,50.1
1345,right,-0.9428,0.2532,-81.76,57.3,0.0,100.0,0.0,50.1
1346,left,-0.9824,-0.1175,-84.45,58.2,0.0,100.0,0.0,50.3
1347,right,11.6287,3.4064,1.04,30.4,0.0,0.0,60.7,50.5
1348,right,11.6287,5.8731,1.04,30.4,0.0,0.0,60.7,50.6
1349,right,12.4515,7.8466,0.97,30.3,0.0,0.0,60.7,50.3
1350,right,12.4515,9.2281,0.97,30.3,0.0,0.0,60.7,50.2
1351,right,12.4252,10.1872,0.98,30.3,0.0,0.0,60.7,50.3
1352,right,11.7013,10.6414,1.02,30.3,0.0,0.0,60.7,50.3
1353,right,11.7013,10.9594,1.02,30.3,0.0,0.0,60.7,50.2
1354,right,11.7941,11.2098,1.02,30.3,0.0,0.0,60.7,49.9
1355,right,9.6891,10.7536,1.23,30.4,0.0,0.0,60.8,49.8
1356,right,9.6891,10.4342,1.23,30.4,0.0,0.0,60.8,50.0
1357,right,11.3108,10.6972,1.06,30.4,0.0,0.0,60.7,49.8
1358,right,9.9181,10.4635,1.20,30.4,0.0,0.0,60.8,50.0
1359,right,9.9181,10.2999,1.20,30.4,0.0,0.0,60.8,50.2
1360,right,9.1200,9.9459,1.30,30.4,0.0,0.0,60.9,50.4
1361,right,9.1200,9.6982,1.30,30.4,0.0,0.0,60.9,50.3
1362,right,9.7825,9.7235,1.22,30.4,0.0,0.0,60.8,50.4
1363,right,8.2740,9.2886,1.43,30.5,0.0,0.0,61.0,50.4
1364,right,8.2740,8.9842,1.43,30.5,0.0,0.0,61.0,50.6
1365,right,9.4323,9.1186,1.27,30.4,0.0,0.0,60.8,50.4
1366,right,8.4759,8.9258,1.39,30.5,0.0,0.0,60.9,50.5
1367,right,8.4759,8.7909,1.39,30.5,0.0,0.0,60.9,50.6
1368,right,8.7856,8.7893,1.35,30.5,0.0,0.0,60.9,50.7
1369,right,8.7856,8.7882,1.35,30.5,0.0,0.0,60.9,50.6
1370,right,9.0930,8.8796,1.31,30.4,0.0,0.0,60.9,50.7
1371,right,7.6573,8.5129,1.54,30.5,0.0,0.0,61.0,50.3
1372,right,7.6573,8.2562,1.54,30.5,0.0,0.0,61.0,50.0
1373,right,8.8108,8.4226,1.35,30.5,0.0,0.0,60.9,49.8
1374,right,7.7301,8.2149,1.52,30.5,0.0,0.0,61.0,49.3
1375,right,7.7301,8.0694,1.52,30.5,0.0,0.0,61.0,49.5
1376,right,5.6850,7.3541,2.00,30.7,0.0,0.0,61.3,48.7
1377,right,6.6589,7.1455,1.74,30.6,0.0,0.0,61.2,48.8
1378,right,6.6589,6.9996,1.74,30.6,0.0,0.0,61.2,49.1
1379,right,5.3377,6.5010,2.11,30.7,0.0,0.0,61.4,49.5
1380,right,5.6264,6.2386,2.00,30.7,0.0,0.0,61.3,49.4
1381,right,5.6264,6.0549,2.00,30.7,0.0,0.0,61.3,49.3
1382,right,5.2074,5.8007,2.15,30.7,0.0,0.0,61.4,49.2
1383,right,5.4176,5.6858,2.10,30.7,0.0,0.0,61.4,49.5
1384,right,5.4176,5.6053,2.10,30.7,0.0,0.0,61.4,49.7
1385,right,4.5538,5.2899,2.42,30.8,0.0,0.0,61.6,49.5
1386,right,4.5911,5.0802,2.42,30.8,0.0,0.0,61.6,49.8
1387,right,4.5911,4.9335,2.42,30.8,0.0,0.0,61.6,50.0
1388,right,3.8608,4.6117,2.80,30.9,0.0,0.0,61.9,50.2
1389,right,3.8608,4.3864,2.80,30.9,0.0,0.0,61.9,50.3
1390,right,3.9579,4.2579,2.73,30.9,0.0,0.0,61.8,50.1
1391,right,4.4901,4.3275,2.46,30.8,0.0,0.0,61.6,50.4
1392,right,4.4901,4.3763,2.46,30.8,0.0,0.0,61.6,50.6
1393,right,4.6414,4.4558,2.39,30.8,0.0,0.0,61.6,50.4
1394,right,3.5117,4.1726,3.01,31.0,0.0,0.0,62.0,50.6
1395,right,3.5117,3.9743,3.01,31.0,0.0,0.0,62.0,49.9
1396,right,1.9675,3.3723,4.69,31.6,0.0,49.5,13.6,49.9
1397,right,1.9675,2.9508,4.69,31.6,0.0,43.6,19.5,50.4
1398,right,4.0045,3.2669,2.72,30.9,0.0,0.0,61.8,57.9
1399,right,4.0045,3.4882,2.72,30.9,0.0,0.0,61.8,64.9
1400,right,4.0045,3.6431,2.72,30.9,0.0,0.0,61.8,70.8
1401,right,1.9930,3.1481,4.69,31.6,0.0,63.1,0.0,75.4
1402,right,1.9930,2.8016,4.69,31.6,0.0,63.1,0.0,79.0
1403,right,1.9930,2.5590,4.69,31.6,0.0,60.9,2.2,82.8
1404,right,1.9930,2.3892,4.69,31.6,0.0,28.3,34.9,84.8
1405,right,3.2180,2.6379,3.25,31.1,0.0,0.0,62.2,86.9
1406,right,3.2180,2.8119,3.25,31.1,0.0,0.0,62.2,89.9
1407,right,3.2180,2.9337,3.25,31.1,0.0,0.0,62.2,92.1
1408,right,1.9189,2.6293,4.81,31.6,0.0,16.0,47.2,88.4
1409,right,1.9189,2.4162,4.81,31.6,0.0,1.4,61.8,84.7
1410,right,3.2064,2.6532,3.27,31.1,0.0,0.0,62.2,80.5
1411,right,0.9968,2.1563,7.28,32.4,0.0,51.2,13.6,76.7
1412,right,0.9968,1.8084,7.28,32.4,0.0,49.3,15.6,74.2
1413,right,1.2354,1.6365,6.43,32.1,0.0,19.3,45.0,71.9
1414,right,1.6646,1.6450,5.33,31.8,0.0,0.0,63.6,70.0
1415,right,1.6646,1.6509,5.33,31.8,0.0,0.0,63.6,68.2
1416,right,3.4202,2.1817,3.11,31.0,0.0,0.0,62.1,66.3
1417,right,1.9410,2.1094,4.80,31.6,0.0,0.0,63.2,64.8
